$BlockNames
EXP_JointSet_1_Axle_111:创新研发科技 小型轮轴
MigratingSaveData:正在迁移存档数据。请等待...
XboxOneGuestSignIn:Guest account has been signed in. Any progress will be lost. [zh-sc]
$MenuMain
menuStartNewGame:开始新游戏
menuStartNewStory:剧情
menuMode:模式
menuModeExplain:用左右方向键将游戏模式设置为 <color=#81ccefff>剧情</color> 或<color=#81ccefff>研发测试中心</color>
menuStartNewGameWarning:重新开始将覆盖原来的存档\n\n你确定要开始一个新存档吗？
menuPlay:游戏开始
menuStart:开始
menuContinueGame:继续游戏
menuChallenges:挑战模式
menuRaDUpsell:购买额外许可，就可以在定制平台上试用实验性方块（持续提供），来提升你的泰拉科技体验。\n\n这也包括开启额外的泰拉科技论坛版块，在那里你能提出反馈和帮助描绘泰拉科技的未来。
menuOptions:选项
menuOptionsResetToDefaults:重置至默认设置
menuAbout:关于
menuExit:退出
menuLoadLocal:从本地加载载具
menuLoadCommunity:从社区加载载具
menuPause:暂停
menuResume:恢复游戏
menuEndGame:保存并退出
menuSaveGame:保存游戏
SaveDesign:保存设计
menuRestartGame:重新开始主游戏
menuLoadNew:开始新游戏
menuOnQuitMainGame:你确定要保存并退出吗？
menuOnQuitChallenge:你确定要结束你现在的游戏吗？
menuQuitGame:你确定要离开此游戏吗？
menuYes:是
menuNo:否
menuConfirm:{key:0} 确认
menuCancel:{key:0} 取消
menuRename:{key:0} 重命名
menuHelp:{key:0} 帮助
menuDelete:{key:0} 删除
menuLoad_Pad:{key:0} 载入
menuSave_Pad:{key:0} 储存
menuLoadingGameSaves:正在寻找游戏存档
menuLoadingVehicles:正在寻找泰拉科技载具
menuLoadingFromTwitter:正在从所有推文中寻找泰拉科技载具
menuLoadingNotFound:没有可供加载的载具
menuNoGameSavesFound:没有可供加载的游戏存档
menuSave:保存
menuContinueFromSaved:继续保存的游戏
Ignore:忽视
disclaimerWelcomeToTerraTechBeta:欢迎来到泰拉科技
disclaimerWelcomeToTerraTechEarlyAccess:欢迎来到泰拉科技测试版
disclaimerVersion:版本 {0}
EarlyAccessVersion:测试版 - 版本 {0}
disclaimerWelcomeToTerraTechFreeDemo:欢迎来到泰拉科技试玩版
disclaimerDemoVersion:- March 2018 -
disclaimerDemoVersionJanuary:一月
disclaimerDemoVersionFebruary:二月
disclaimerDemoVersionMarch:三月
disclaimerDemoVersionApril:四月
disclaimerDemoVersionMay:五月
disclaimerDemoVersionJune:六月
disclaimerDemoVersionJuly:七月
disclaimerDemoVersionAugust:八月
disclaimerDemoVersionSeptember:九月
disclaimerDemoVersionOctober:十月
disclaimerDemoVersionNovember:十一月
disclaimerDemoVersionDecember:十二月
disclaimerNotFinished:我们在持续添加新元素并改善游戏体验。我们会定期更新，欢迎到加入我们的平台社区并向我们反馈。
disclaimerMakeVideos:你想制作泰拉科技视频吗？那太棒了！欢迎你录制、直播视频。恳请确保你的观众知道泰拉科技仍处于早期开发阶段，距离完成仍有距离。
disclaimerTwitchInfo:我们会在（英国夏时制）星期三和星期五的下午5点钟在twitch.tv/terratechgame 直播泰拉科技（泰拉科技）。当看到我们游戏中的通知时就可以去观看直播了！
disclaimerValveLegalText:©2018 Valve公司。Steam和Steam标志是Valve公司在美国和/或其他国家的商标和/或注册商标。
disclaimerPayloadLegalText:泰拉科技 ©2018 Payload Studios。泰拉科技和Payload Studios和他们分别的标识是有Payload Studios在美国，欧洲和其他国家的商标或已注册商标。
userProfileCurrentUser:目前用户
userProfileAddNewUser:添加新用户
upsellGetRAndDPack:获得研发测试中心
upsellFullGameOnly:完整版游戏独享
userProfileCurrentPlayer:玩家：
userProfileAddNewPlayer:添加新玩家
userProfilePlayerName:玩家名称：
userProfileEnterPlayerName:输入玩家名称
userProfileAdd:添加
msgIncompatibleGameSave:对不起，你保存的游戏与目前的游戏版本不能兼容。
menuExitToMain:退出
menuMultiplayer:多人游戏
menuSeed:种子：
menuSeedExplanation:输入种子来生成世界。\n\n 如果留空，将生成原始世界。
menuRandomiseSeed:随机
menuSkipTutorial:跳过教程
menuTryAgain:重新尝试
menuLoadTimePlayed:你已玩了
menuLoadLastPlayed:上次游戏
menuOnDeleteGameSave:你确定想要删除你的游戏记录吗？
menuCreativeModeEnemies:启用敌人载具
menuCreativeModePlayerIndestructible:Invincible Player Techs [zh-sc]
PressToContinue:按任何按钮继续游戏
UserChangeDetected:侦测到用户变更。正在返回主界面。
ReportABug:Report a bug [zh-sc]
$Save
exitWithoutSavingWarning:所有未更改保存会被丢弃。你确定想要退出游戏吗？
saveSuccessful:保存成功
saveFailed:保存失败！ 请再试一次！
saveAddNewSave:新增新存档
saveReplacePrompt:你确定想要替换 "{0}"？
saveDeletePrompt:你确定想要删除永久"{0}"？
saveRenameTitle:存档名称
saveRenameInputText:请选择存档名称:
saveNameError:錯誤！ 請選擇不同的存檔名稱！
loadSaveWarning:任何在你上一次存档后的变动将丢失。确定想要读取这一存档么？
savingPleaseWait:保存中。请等待。。。
saveErrorInsufficientSpace:由于空间不足你的存档未成功。\n请在再次存档前先删除你的其他存档数据。
$MenuPause
confirmEndChallenge:你确定想要退出挑战吗？
endChallenge:退出挑战
paused:暂停
resumeChallenge:继续挑战
confirmCancelMission:你确定想要取消任务吗？
$MenuOptions
Gameplay:游戏
Audio:音效
Graphics:图形
Sound:声音
Controls:控制
Camera:相机
Display:显示
Language:语言
General:一般
Movement:移动
Actions:动作
HorizontalSensitivity:水平灵敏度
VerticalSensitivity:垂直灵敏度
CursorSensitivity:鼠标灵敏度
InvertY:Y轴反转
CameraSpring:镜头追踪
MasterVolume:主要音量
MusicVolume:背景音量
SFXVolume:特效音量
ChangesMade:如果你做了更改，记得点击“应用”
ExitWithChanges:你还没有保存您的更改。要丢弃更改吗？
Apply:应用
DiscardChanges:丢弃更改
SaveChanges:保存更改
Save:保存设置
Resolution:分辨率
Quality:画质
Fullscreen:全屏
DOF:景深
HDR:高动态范围图像(HDR)
Fog:雾效
AmbientOcclusion:环境光遮蔽
Gamma:灰度系数校正
DrawDistance:画距
DisableControllers:禁用手柄
AntiAliasing:抗锯齿
EmaiThanks:感谢你提交你的邮箱，我们将尽快更新你的论坛资料。
EmailFailed:提交邮箱时出现问题，请稍后再试。
EmailAlreadyThere:你的邮箱已经成功注册，请等待你的论坛资料更新。
Email:邮箱：
EnterEmail:输入你的邮箱地址
ReenterEmail:再次輸入你的郵箱地址
EmailAddressMismatch:你输入的邮箱地址不匹配。请再试一次。
RegisterForum:注册以获得完整的论坛权限
Register:注册
Reset:重置
SubmitForumEmail:请提交你注册泰拉科技论坛时所用的邮箱以获得完整权限
RegisterForumDetails:在 forum.terratechgame.com 注册以获得完整权限\n\n如果你尚未获得 泰拉科技 论坛的完整权限，请前往“选项”页面并点击注册按钮以获得完整的论坛权限。
InvertReverseControls:倒车反方向操舵
menuLogInUsingForumCredentials:使用泰拉科技论坛身份登入
PauseOnFocusLost:在后台运行游戏
ShowGameplayHints:显示游戏提示
ResetAllSeenHints:重置所有看到的提示
ResetHintsConfirm:你确认要重置所有提示吗？你以前看到的任何提示都将被再次显示。本操作无法撤销。\n\n 你确定要继续吗？
HQTryeTracks:高清轮胎痕
QualityFastest:最快的
QualityFast:快
QualitySimple:简单
QualityGood:好
QualityBeautiful:漂亮
QualityFantastic:绝妙
$ControlOptions
MoveForwards:向前
MoveBackwards:向后
TurnLeft:左转
TurnRight:右转
PickUpBlocks:捡起方块
TurnCameraOrRotateBlocks:旋转摄像头 / 转动方块
PauseGame:暂停游戏
FireAllWeapons:使用所有武器
FireAllBoosters:使用所有加速器
TakeScreenshot:截屏
RotateBlockForwards:向前旋转方块
RotateBlockBackwards:向后旋转方块
WarningNonUsableKey:The key '{0}' is not redefinable. [NEW]
$MenuChallenges
menuAddSumoWarrior:添加相扑武士
menuClickHere:点击此处
menuFightAgain:重新战斗
menuFlying:飞行挑战
menuGauntlet:竞赛
menuRacing:竞速挑战
menuReady:准备
menuRestartFlying:新的飞行挑战
menuRestartGauntlet:重新竞赛挑战
menuRestartRacing:新的竞速挑战
menuRestartRaD:重新开始研发测试中心
menuRestartSumo:新的相扑挑战
menuRestartXmasDefense:重新开始圣诞防御战
menuSumo:决胜相扑
menuSumoDesign:设计
menuSumoDesignNew:设计新载具
menuSumoFight:开战！
menuSumoFightAuto:自动
menuSumoFightLocal:手动
menuSumoRanked:排名
menuSumoRankedMatch:排位赛
menuSumoRedesign:重新设计
menuSumoRedesignCommunity:从社区重新设计
menuSumoVersus:对战
menuXmasDefense:圣诞防御战
$SumoMode
winnerTitle:胜利!
stalemateTitle:平局
resultsExit:退出
resultsAgain:再次挑战
resultsTime:时间: {0}
confirmExitWithoutSaving:Are you sure you wish to exit without saving changes to your Sumo Design? [zh-sc]
exitAnyway:Exit anyway [zh-sc]
afterSnapshotInfo1:To start a battle, go to the Sumo Showdown screen, choose your warriors and then tap Fight (Auto) or Fight (Local). [zh-sc]
afterSnapshotInfo2:Or continue building more sumo warriors here! [zh-sc]
tweetMessage:{0} reached rank {1} in a TerraTech Sumo Showdown Ranked Match!  bit.ly/TerraTechSumo [zh-sc]
tweetMessageSample:SuperDestroyer007 reached rank #TTSumoRank?? in a TerraTech Sumo Showdown Ranked Match!  bit.ly/TerraTechSumo [zh-sc]
newChampionMessage:Your tech '{0}' became Champion at rank #{1} [zh-sc]
reigningChampion:This is {0}, the current reigning #TTSumoChamp! Holding a rank of {1} [zh-sc]
rankingTitle:SUMO RANKED [zh-sc]
rankingTwitterRequired:To participate in ranked, Twitter is required. [zh-sc]
rankingTwitterExplanation:When you've completed all your matches the following tweet will be automatically sent: [zh-sc]
rankingWonTitle:YOU WON [zh-sc]
rankingWon:You defeated {0} from {1} [zh-sc]
rankingWonDesc:{0} has now reached the rank of #{1}! [zh-sc]
rankingNextMatch:Get ready for the next match [zh-sc]
rankingLostTitle:YOU LOST [zh-sc]
rankingLost:Defeated by {0} from {1} [zh-sc]
rankingLostDesc:{0} reached rank of #{1} after {2} matches! [zh-sc]
rankingTechTank:Rank: {0} [zh-sc]
noControlMessage:During Sumo Showdowns, all competitors are A.I. controlled to keep it fair. [zh-sc]
rankingChooseTech:选择挑战者
rankingChooseTechSub:点击此处
techLoading:Loading Tech... [zh-sc]
techSelect:选择
teachReady:准备!
rankedStart:开战
$MenuTwitterAuthorisation
PinEntryTitle:输入推特PIN码
PinEntryBodyText:你的浏览器现在应该会带你到推特页面。请提供你的详细信息，在下面的方框内输入获得的PIN码并点击提交。\n\n如果你的浏览器没能自动带你到推特页面，请浏览下面的链接。（点击下面的“复制链接”按钮，把它复制到你的浏览器中）
PinLabel:PIN:
InputPlaceHolder:在这里输入PIN码
Submit:提交
Cancel:取消
CopyURL:复制链接
ConfirmYes:是
ConfirmNo:否
TwitterRequired:需要推特来使用这项功能
AskToContinue:你想继续吗？
SuccessTitle:成功登录推特
SuccessBodyText:你现在成功登录了推特
FailureTitle:推特登录失败
FailureBodyText:登录推特失败。可能是因为你的PIN输入错误或是泰拉科技不能连接到游戏服务器。请重新尝试。
Continue:继续
$Leaderboard
MsgFirstPlace:你获得了第一名！
MsgImprovedRecord:你超过了之前的得分！
MsgNewRecord:你创造了新纪录！
MsgScoreNoPlace:你得到了 {0} 分。\n再次尝试以获得更高分数！
$MissionLog
Title:任务日志
DescriptionTitle:描述
ObjectivesTitle:目标
Rewards:奖励
SetAsCurrentMission:设置为当前任务
License:许可证
$MissionBoard
AvailableMissions:可以接受的任务
SearchingForMissions:正在搜索任务中…
NoMissionsFound:搜索不到任务！\n\n请寻找另一个交易站。
NoMissionsAvailableNow:这里已经没有任何可接受的任务。\n\n 请在其他交易站再试一次。
NoMissionsInThisMode:你不能在此模式接受任务。
$HUD
ButtonClaimReward:接受奖品
ButtonShowMissionMarker:接受任务
Crafting:制造
ComponentFactory:组件工厂
MissionDistanceMeters:{0:N0} 米
MissionDistanceKilometers:{0:N1} 千米
cancelMission:取消任务
HUDAltitude:高度：
HUDBest:最佳
HUDCurrentSpeed:目前速度
HUDFeet:{0}英尺
HUDKilometersPerHour:{0}公里/时
HUDMetres:{0}米
HUDMilesPerHour:{0}英里/时
HUDSpeed:速度：
HUDTopSpeed:最高速度
LearnToPlay:重新开始教程
RecipePanelTitle:配方
Repeat:重复
ReturnToCheckpoint:返回检查点
Snapshot:进行截图
StartChallenge:开始挑战
TankDescriptionAlly:盟友
TankDescriptionEnemy:敌人
TankDescriptionNeutral:中立
QuestPOITitle:任务地点
QuestPOIDescription:接近路径点以获得更多指示
ToolTipAltimeter:当前高度
ToolTipAnchorTech:锚定载具
ToolTipBetterFutureLicenceGrade:新伊甸统合部 XP
ToolTipBlockActions:方块操作
ToolTipBlockBucks:组币
ToolTipBlockDescription:方块说明
ToolTipBlockPainting:打开物件库
ToolTipCancelMission:警告：无法撤销
ToolTipCancelMissionTooClose:距离任务区域过近（500 米）
ToolTipCloseWindow:关闭窗口
ToolTipCominSoon:即将上线
ToolTipCompass:指南针
ToolTipCoordinates:世界坐标
ToolTipCraftBlock:创造方块
ToolTipCurrentMission:当前任务
ToolTipDeployTech:部署友方载具
ToolTipDetonateBolts:引爆弩箭
ToolTipFilterComponentChunks:仅过滤组件设计图组
ToolTipFilterEverything:过滤所有
ToolTipFilterFuelChunks:仅过滤可燃资源
ToolTipFilterGroups:过滤多组物品
ToolTipFilterNothing:无过滤
ToolTipFilterRefinedChunks:仅过滤精炼资源块
ToolTipFilterSpecificChunk:仅过滤指定资源块
ToolTipFilterUnrefinedChunks:仅过滤未精炼资源块
ToolTipFollow:守卫/跟随
ToolTipGeoCorpLicenceGrade:深空联合矿业 XP
ToolTipGSOLicenceGrade:银河系联合国 XP
ToolTipHarvest:采集
ToolTipHawkeyeLicenceGrade:鹰眼军工集团 XP
ToolTipHideMissionLog:隐藏任务日志
ToolTipIdle:空闲
ToolTipInventory:物件库
ToolTipInventoryRequired:需要物件库
ToolTipLegionLicenceGrade:自由无人机团 XP
ToolTipLoadTech:从本地加载载具
ToolTipLoadTechHint:在附近召唤载具
ToolTipLoadTechHintEnemies:敌人距离过近
ToolTipLoadTechHintMissing:需要更多方块
ToolTipLoadTechs:加载载具
ToolTipNoAI:需要 AI 驾驶室
ToolTipNorth:北
ToolTipPacemakerDefaultSpeed:正常速度
ToolTipPacemakerFastSpeed:加速
ToolTipPacemakerPause:暂停
ToolTipPacemakerSlowSpeed:慢动作
ToolTipPurchaseBlock:购买方块
ToolTipPurchaseBlocks:购买方块
ToolTipPurchaseTech:购买载具
ToolTipPurchaseTechs:购买载具
ToolTipRadar:雷达
ToolTipRename:重命名
ToolTipReplaceTech:替换当前载具
ToolTipReticuleResearchLicenceGrade:经纬科研财团 XP
ToolTipReturnToCheckpoint:返回检查点
ToolTipSelectAnotherMission:选择任务
ToolTipShowMissionLog:显示任务日志
ToolTipSnapshot:进行截图
ToolTipSpaceJunkersLicenceGrade:太空拾荒协会 XP
ToolTipSpeedometer:目前速度
ToolTipStartTutorial:开始教程
ToolTipStoreTech:发送方块至物件库
ToolTipStoreTechEnemies:敌人距离过近
ToolTipSwitchTech:切换载具
ToolTipSwitchTechNoCab:需要驾驶室
ToolTipTechActions:载具操作
ToolTipTechBlockInventoryLock:方块不再放入物件库
ToolTipTechBlockInventoryUnlock:将方块添加至物件库
ToolTipTechPosition:载具位置
ToolTipTimer:当前时间
ToolTipToggleEnemiesOnOff:可以在选项中再次切换
ToolTipPlayerIndestructibleOnOff:在选项中开关玩家载具是否无敌
ToolTipUnanchorTech:放下载具
ToolTipUnavailableInThisMode:在当前模式下不可用
TooltipUndoDetachBlocks:撤销拆除方块
TooltipUndoSendToInventory:撤销 "{0}" 个方块至物件库
ToolTipVentureLicenceGrade:风速疾行公司 XP
ToolTipYourBestTime:最快时间
ToolTipTrimOnOff:Toggle Trim Gyro On/Off [NEW]
ToolTipTrimAngle:Change Trim Gyro Angle [NEW]
ToolTipHoverOnOff:Toggle Hovering On/Off [NEW]
ToolTipHoverPower:Change Hover Power [NEW]
ToolTipGyroResistiveOn:Turn Gyro Resistiveness On [NEW]
ToolTipGyroResistiveOff:Turn Gyro Resistiveness Off [NEW]
ToolTipBlockSwitchOn:Switch On [NEW]
ToolTipBlockSwitchOff:Switch Off [NEW]
ToolTipBlockSwitchEdit:Edit Switches [NEW]
UndoQuestion:撤销？
$TechPlacement
PlaceTech:放置载具
MissingBlocks:丢失的方块
EnemiesNearby:附近有敌人
PositionBlocked:位置受阻
PleaseWait:请稍候……
TooFarAway:距离过远
Warnings:警告
GeneralWarnings:综合警告
DeployWarnings:部署警告
SwapWarnings:替换警告
InventoryOffline:物件库无连接
NotEnoughBlocksAvailable:没有足够的方块提供
NotEnoughSurroundingFreeSpace:周围没有足够的空余空间
BlockLimitWillBeExceeded:方块上限将会超出
NoPlayerCab:No Player Cab [NEW]
$Social
socTweetDefault:这是我在泰拉科技中制作的{0}！
socTweetSumoDefault:这是为了泰拉科技“决胜相扑”制作的{0}！
socWaitForAuthentication:请等待认证页面弹出
socTwitchConfirm:你正在连接到Twitch 泰拉科技玩家直播列表。尽管这些玩家正在玩我们的游戏（真有眼光），他们并不在Payload工作室和我们一起工作，所以我们不能担保他们行为得体或者不使用脏话。其实很可能没什么，但是请有所警惕。如果你不确定的话就在看之前问问你的父母吧。
socContinue:继续
socCancel:取消
socTTUsesTwitter:泰拉科技使用推特来和其他人分享你的设计，并通过其他人的设计来提升你的游戏体验。
socUseTwitterConfirm:你想使用推特来提升游戏体验吗？
socTwitterRequired:需要推特来使用这项功能
socAskToContinue:你想继续吗？
socAuthoriseTwitter:授权泰拉科技使用推特发送推文来分享设计的载具，并搜索其他玩家的设计
$KeyBinding
keyBindingMoveForward:向前移动
keyBindingMoveBackward:向后移动
keyBindingTurnLeft:左转
keyBindingTurnRight:右转
keyBindingAttachDetachBlocks:连接/释放方块
keyBindingTurnCamera:旋转镜头（于地面拖动时）
keyBindingCycleBlockOrientationForwards:前一个方块姿态
keyBindingCycleBlockOrientationBackwards:后一个方块姿态
keyBindingFireWeapons:所有武器开火
keyBindingFireBoosters:所有推进器点火
keyBindingPauseGame:暂停/恢复游戏
keyBindingToggleBuildMode:控制建造模式开/关
keyBindingBuildModeTurnCameraLeft:在建造模式向左旋转镜头
keyBindingBuildModeTurnCameraRight:在建造模式向右旋转镜头
keyBindingTakeScreenshot:截屏
$InGameMessages
msgInvaderComing:入侵者接近中：要么战斗，要么撤退！
msgInvasionInNMinutes:入侵将在 {0} 分钟后开始
msgInvasionInNSeconds:入侵将在 {0} 秒后开始
msgYouHaveBeenInvaded:你被\n来自 {1} 的\n{0} 入侵了
msgYouDefeatedInvader:你击败了\n来自 {1} 的 {0}
msgYouWereDefeatedByInvader:你被\n来自 {1} 的\n{0} 击败了
msgInvasionIn1Minute:入侵将在 {0} 分钟后开始
msgInvasionIn1Second:入侵将在 {0} 秒后开始
msgInvasionFailed:入侵失败
msgInvasionLeaveArea:离开当前区域。\n你有 {0} 秒的时间遵从该指令。
msgInvaderSentTitle:你的载具已出发进行侵入行动！
msgInvaderSentMessageA:请另外选择所使用载具。
msgInvaderSentMessageB:切换至最近的活动载具或重新购买侵入载具同款。
RespawnTechName_GSO_01:银河系联合国 等级 1 载具
RespawnTechName_GSO_02:银河系联合国 等级 2 载具
RespawnTechName_GSO_03:银河系联合国 等级 3 载具
RespawnTechName_GSO_04:银河系联合国 等级 4 载具
RespawnTechName_GSO_05:银河系联合国 等级 5 载具
DeliveryCrateName:送货箱
DeliveryCrateDescription:内含完成任务奖励
$Notifications
NotOptionsSubmitForumEmailPrompt:在 <color=#81ccefff>forum.泰拉科技game.com</color> 注册以获得完整权限\n\n如果你尚未获得 泰拉科技 论坛的完整权限，请前往“选项”页面并点击注册按钮以获得完整的论坛权限。
NotOptionsEmailInvalid:电子邮箱无效，请重新尝试
ProfileDuplicateNameEntry:<color=#ffd633ff>{0}</color> 已被使用！请重新输入其他名称。
TestChamberExplanation:欢迎来到研发测试中心。\n\n在此特殊房间内，可以获得游戏内所有可用方块。每一种方块都取之不尽，使你能够随心所欲地进行建造。
IntroTerraFirma:该挑战是一个检查点计时赛。\n\n建造一辆载具，看看你能以多快的速度完成该赛道！
IntroFlatOut:该挑战是一个检查点计时赛。\n\n建造一辆载具，看看你能以多快的速度完成该赛道！
IntroHoverBother:该挑战是一个检查点计时赛。\n\n建造一辆载具，看看你能以多快的速度完成该赛道！
IntroHillHopper:该挑战是一个检查点计时赛。\n\n建造一辆载具，看看你能以多快的速度完成该赛道！
IntroRocketChallenge:这是一个距离挑战。\n\n建造一辆载具，看看你能飞多远！
IntroWingIt:这是一个检查点计时赛。\n\n建造一辆载具，看看你能以多快的速度在不落地的情况下完成该赛道！
InfoProfileDelete:你确定要删除档案 <color=#ffd633ff>{0}</color> 和其中的所有存储数据吗？
InfoSnapshotDelete:确定删除这一载具蓝图么<color=#ffd633ff>{0}</color>？
AuthenticationFailed:身份验证失败。\n\n可能是因为密码错误，无网络连接或未获得测试资格导致。
CreativeModeExplanation:欢迎来到创造模式！\n\n随着你自己的步调探索这个世界并建造你能想象的一切吧！
CrashAndShutdown:泰拉科技遭遇了一个严重的问题并且需要关闭。请重新启动泰拉科技并且如果可以的话，尝试从你的最新存档继续。
WebsiteLink:https://www.terratechgame.com/troubleshooting.htm
WebsiteClickText:疑难排解指南
FailedSaveUserData:无法保存用户个人资料数据。 请查看{0}以获取更多帮助。
UnableToLocateSaves:无法找到游戏保存位置。 请检查您的防毒软件设置或查看{0}以获取更多帮助。
FailedSaveFile:无法保存一个或多个文件。请查看{0}以获取更多帮助。
FailedLoadSaveInfo:无法加载保存游戏资料。 请查看{0}以获取更多帮助。
$InfoOverlays
HintExpand:按<color=#f7ffceff>{0}</color>显示信息
HintExpand_Pad:{key:0} 信息
HintContract:按<color=#f7ffceff>{0}</color>关闭
HintContract_Pad:{key:0} 关闭
HintRename:按<color=#f7ffceff>{0}</color>重新命名
RightClick:右键单击
Shift:Shift
Button_Pad:{key:0}
SellPrice:出售：{0}
$Warnings
warningTitleGeneratorsNeedAnchors:必须锚定
warningMsgGeneratorsNeedAnchors:这个零件只有在锚定到地面的时候才会工作。它不能在流动的时候工作。
warningTitleLineOfSightBlocked:射击受阻
warningMsgLineOfSightBlocked:这个武器不能以这个角度射击，因为它被另一个零件挡住了。
warningTitleShieldNotPowered:泡泡没有电了
warningMsgShieldNotPowered:泡泡只能在有电的载具及基地上工作。
warningTitleWheelsSuspended:车轮无法接触地面。
warningMsgWheelsSuspended:你好像被卡住了，你的车轮悬在地面之上。试着拆几个零件来给载具减重使车轮到达地面。，然后再重新把零件装回车上。
warningTitleWheelsSideways:轮子不垂直
warningMsgWheelsSideways:你放的輪子卡住在側面。如果它与地面接触，可能会减慢你的载具或完全阻止载具移动。
warningTitleConveyorClogged:传送带堵塞
warningMsgConveyorClogged:这个传送带被太多的东西堵塞了。请清理传送带上的东西，试试把一些东西拖到别的地方。
warningTitleBatteryLow:电量低下
warningMsgBattteryLow:这个电池没电了。任何其他靠它的电力运作的零件都会在电量耗尽的时候停止工作。
warningTitleGeneratorNeedsStorage:电量存储需求
warningMsgGeneratorNeedsStorage:这个发电机没有足够的存储电量的能力，可能会出现电量浪费的情况，请多增加一些电池。
warningTitleWheelSuspensionFullyCompressed:车轮过载警报
warningMsgWheelSuspensionFullyCompressed:这个车轮正支撑太重的重量。在这种重量下，它会比正常情况下移动得慢很多。试着添加更多的轮子来分担它的载荷或者减少它承载的负荷。
warningTitleWrongOrientation:错误的方向
warningMsgWrongOrientation:这个零件只能在正确的方向上工作。在这个方向上，此零件将不起作用。请将此零件朝上，让它再次工作。
warningTitleDepBlock:老式方块需要进行替换
warningMsgDepBlockInSnapshot:This block no longer exists [zh-sc]
warningMsgDepBlock:该方块（粉色）为老式零件，不再具备任何功能。你可以在交易站进行出售并购买替代品。
warningTitleNoControls:方块没有操控
warningMsgNoControls:当前载具的控制方案无法操控该方块。请编辑你的控制方案以启用它的功能。
warningNoControlMapped:未规定操控
$MenuMultiplayer
menuCreateGame:创建游戏
menuJoinGame:加入游戏
$MenuJoinMultiplayer
menuServerName:名称
menuHost:主机
menuPlayers:玩家
menuConnecting:连接中……
menuConnectionFailed:连接失败\n{0}
ArenaOffline:竞技场 - 离线
ArenaOnline:竞技场 - 在线
$HUDMultiplayer
MessageScoreTeam1:队伍 {0} 得分！
$BlockUI
blockPurchase:购买？
blockPriceIncreased:有未发现的方块
blockPurchaseTech:申请购买货物
blockTechBeingDelivered:{0} 正在发送
blockTechDeliveredSuccessfully:货物发送成功
blockTechNotDelivered:货物发送失败
blockOrderedToDeliveryLocation:{0} 已订购。开始装配。
blockOrderedToDeliveryLocation2:货物将送至该地区附近。
blockUndiscoveredTitle:尚未发现的方块
blockUndiscoveredMessage:在你发现或制造出该方块之前，该方块不可购买。
blockLevelNotReachedMessage:在你达到正确的许可证等级之前，该方块不可购买。
blockTankUnavailable:不可用
blockTankRequestBlocks:申请购买方块
blockTankRequestTechs:申请购买载具
blockTechMissingBlocks:需要缺失的方块
$Corporations
BF:新伊甸统合部
EXP:创新研发科技
GC:深空联合矿业
GSO:银河系联合国
HE:鹰眼军工集团
LGN:自由无人机团
RR:经纬科研财团
SPJ:太空拾荒协会
VEN:风速疾行公司
SPE:特殊
$Skins
HawkeyeCamo:鹰眼迷彩
VentureCobalt:风速钴蓝
EarlyAccessBonusSkin:抢先体验奖励皮肤
SteamExclusiveSkin:Steam专属皮肤
BetaBackerSkin:Beta玩家皮肤
DigitalHarvesterSkin:数字收割者皮肤
MiningCrewSkin:钻矿队员皮肤
MiningCrewForemanSkin:钻矿领班皮肤
CorporationVPSkin:集团副总裁皮肤
CorporationCEOSkin:集团首席执行官皮肤
$IntroPlanetfall
Message1:银河系联合国基地部署单元B57981-J进入着陆阶段二。
Message2:接近部署高度……
Message3:警告！调查任务#748005有效载荷失效。
Message4:即将坠毁，启动紧急救援预案。
Message5:小心撞击！ 将要坠毁了！
$Licensing
BetterFutureLevel:创新研发科技：等级 {0}
GeoCorpLevel:深空联合矿业：等级 {0}
GSOLevel:银河系联合国：等级 {0}
HawkeyeLevel:鹰眼军工集团：等级 {0}
LegionLevel:自由无人机团：等级 {0}
ReticuleResearchLevel:经纬科研财团：等级 {0}
SpaceJunkersLevel:太空拾荒协会：等级 {0}
VentureLevel:风速疾行公司：等级 {0}
NumberOfNumber:{0} / {1}
LevelMaxed:达到最大等级{0}！
LevelUp:升级！你现在的许可证是{0}级
LevelUpTitle:{0}许可证升级：等级{1}
LevelUpBodyText:恭喜！<color=orange>{0}</color>已经升级了你的许可证至<color=orange>{1}级</color>！本级的零件可以由<color=orange>交易站</color>购买或由{0}<color=orange>工厂</color>制造。还有一些新方块等着你去发现！
MaxedTitle:{0}许可证经验达到最大值
MaxedBodyText:恭喜你！你已获得最高等级 <color=orange>{0} 许可证</color>！作为奖励，所有 <color=orange>{0} 方块</color>现已全部发现。你还获得了一个特制 <color=orange>{0} 终端方块</color>可用于购买 <color=orange>{0} 方块</color>，随时随地。
$Purchasing
BlocksTitle:方块
TechsTitle:载具
ItemCost:¥¥ {0}
UnknownBlockPurchase:未发现的方块
UnknownBlockDescription:未发现的方块 - 如果你想购买，你需要先发现它。一些方块可以由升级许可证自动被发现。这个方块只可以用正常的手段被发现。
HigherGradePurchase:需要等级 {0}
HigherGradeDescription:需要 {0} 等级 {1} 来买
UndiscoveredBlocks:有未发现的方块
ItemGrade:等級：{0}
BlockCap:方块上限：{0}
NoBlocks:没有选择零件
Inventory:物件库
DeselectBlock:取消选择 (Alt)
ShowInventory:显示物件库
HideInventory:隐藏物件库
ControlBlocks:控制舱方块
StandardBlocks:一般方块
WheelBlocks:车轮方块
WeaponBlocks:武器方块
AccessoryBlocks:装饰和其他方块
