$BlockNames
EXP_JointSet_1_Axle_111:新研科技 小型輪軸
msgExplosiveBolt_Pad:這是一個<color=#81ccefff>爆彈式連接器</color>。當它安置在你的<color=#81ccefff>載具</color>上時，可以通過<color=#81ccefff>載具選項</color>菜單中的<color=#81ccefff>方塊操作</color >來引爆它。
msgBlockLimit1:Your <color=#81ccefff>Block Allowance</color> bar fills up as you attach <color=#81ccefff>Blocks</color> and create new <color=#81ccefff>Techs</color> in the world. New <color=#81ccefff>Techs</color> have a base cost of <color=#81ccefff>200</color>. [zh-tr]
msgBlockLimit2:Your <color=#81ccefff>Block Allowance</color> increases as you level up during the <color=#81ccefff>Campaign</color>. [zh-tr]
msgBuildUpToFightBigger:[NU] Build up your <color=#81ccefff>Tech</color> by adding <color=#81ccefff>Blocks</color>; then you can challenge bigger <color=#f23d3dff>Enemies</color>. [NEW]
msgBuildWithoutBeam:[NU] By the way: you don't have to use the Build Beam in order to build! [NEW]
msgHoldToShowInfo:[NU] Hold the <color=#81ccefff>Mouse Pointer</color> over any in-game object, for more information [NEW]
msgMouseOverTitle:[NU] Move the <color=#81ccefff>Mouse Pointer</color> over the title to see a full description [NEW]
$WarningSection
msgFallenOver:按下 <color=#81ccefff>B</color> 將<color=#81ccefff>載具</color>立起。
msgFallenOver_Pad:按下{key:0}來調整你的<color=#81ccefff>載具</color>至直立狀態。
msgFallenRecovered:再次按下 <color=#81ccefff>B</color> 釋放建造模式。
msgFallenRecovered_Pad:你已經重組了你的基本 <color=#81ccefff>載具</color>. 現在可按下{key:0}來釋出<color=#81ccefff>建築模式</color>。
msgOtherTechTakingDamageA:<color=#f23d3dff>警告！ </color>你的錨定<color=#81ccefff>方塊</color>正在遭受攻擊！
msgOtherTechTakingDamageB:保護你的裝備不被<color=#f23d3dff>敵人</color>摧毀！
msgHeartBlockTakingDamage:你的 SCU 儲存設備正在遭受攻擊。保護你的 SCU 儲存設備！
msgVendorsAreInactive:訪問已拒絕。
$NewMenuMain
campaignModeDescription:設計、建造然後駕駛你自己獨有的陸地戰車和空中飛行器，來探索外星世界並收集寶貴的資源並追求戰鬥的榮耀和豐厚的資產。
campaignModeTitle:生存模式
challengesModeDescription:已經厭倦了探索滿是暴躁探索者，競爭同一種資源的遙遠星球了麼？乾脆來一次徹底的休息吧，專注在最基本的操作上：飛行，競速，當然還有摔跤！
challengesModeTitle:挑戰
creativeModeDescription:可以使用所有可用的零件來建造任何你想要的東西。別忘了手動保存你獨特的作品並與其他玩家分享。
creativeModeTitle:創造模式
gauntletModeDescription:賽車競速模式可以測試你賽車的能力極限。克服具有挑戰性的障礙和阻擋你的敵人並競爭排行榜榜首。誰會笑到最後？
gauntletModeTitle:賽車競速
menuContinueGame:繼續
menuContinueGameFileNotFound:無法找到最後一個遊戲存檔。它可能已經被重命名、移動或刪除。
menuMainLoadGame:讀取存檔
menuMultiplayer:多人遊戲
menuStartNewGame:新遊戲
rAndDModeDescription:你可以建造任何東西或者玩新零件（免責聲明：實驗中的零件可能會隨機出現故障，也許會在你眼前爆炸）。
rAndDModeTitle:研發測試中心
challengeGroupRaceTitle:競速
challengeGroupRaceDescription:穿過所有的檢查點並成為最快之人吧！
challengeGroupFlightTitle:飛行
challengeGroupFlightDescription:建造你最好的飛行載具。你可以得到最高的分數麼？
challengeSumoTitle:相撲競技
challengeSumoDescription:相撲模式可以和一些有趣的載具進行格鬥。你能把他們從環裡推出來，或是徹底消滅他們？
challengeSumoDescriptionDesign:從有限的方塊組中創建你的終極相撲戰士，並為了相撲大戰準備吧。
challengeSumoDescriptionRanked:將你的相撲戰士扔去對抗一系列其他玩家製造的載具，來看看在排行榜上你可以爬升到第幾位。
challengeSumoDescriptionVersus:建立一個本地相撲對局在2，3或者4個載具之間，來看看哪一位可以獲勝並贏得相撲桂冠。
menuConfirm:確認
menuLoadGame:讀取遊戲
menuSaveInfoTimePlayed:你已玩了：{0}
menuSaveInfoLastPlayed:上次遊戲：{0}
menuSaveInfoSeed:種子：{0}
menuDeleteSavedGame:刪除
menuRenameSavedGame:重命名
renameTech:重命名載具
gauntletTrack1Description:這長長的跑道是對你的技能的終極考驗，這裡擁有多個強大的敵人和蜿蜒的賽道都力圖阻止你達到排行榜榜首。你能克服困難，跑得最快嗎？
gauntletTrack1Title:綜合競速
gauntletTrack2Description:有許多跳躍板的較短的跑道。很短的比賽！
gauntletTrack2Title:短程競速
loadTech:從本地加載載具
local:本地
community:社區
loadingTechs:正在加載載具……
bugReporter:錯誤報告
bugReporterCrashExplanation:泰拉科技發生嚴重錯誤！\n\n請幫助我們修復。點擊下方的“發送”將你的日誌文件和遊戲存檔（如果可以的話）發給我們。如果你能對錯誤發生時你正在進行什麼活動做出簡述的話，我們不勝感激。
bugReporterCrashFollowUp:泰拉科技 最近發生了內部崩潰。\n\n遊戲仍可運作，但性能表現有所降低且可能出現嚴重錯誤。\n\n我們建議你退出並重新開始遊戲以減少游戲存檔損壞的機率。\n\nIn如果你堅持繼續遊戲，你的遊戲存檔可能損壞，屆時就只能重頭再來了。
bugReporterBugExplanation:到底出了什麼問題？\n\n請幫助我們修復錯誤，將錯誤出現時你正在進行什麼活動做出簡述並提供給我們。
controllerDisconnected:控制器失去連接！
controllerDisconnected_PS4:無線控制器失去連接！
controllerDisconnected_XboxOne:控制器失去連接！
chatPlaceholder:輸入文字。 。 。
descriptionPlaceholder:描述……
emailPlaceholder:電子郵件（可選）
send:發送
grabitWarningDialog:成功上傳至 Grabit 後會出現提示。
loading:正在讀取……
snapshotOverwriteWarning:名為 "{0}" 的藍圖已經存在。是否確定替換？
overwrite:覆蓋
menuCancel:取消
loadGameTooltipNoLongerSupported:該存檔無法在當前版本下讀取。請嘗試在較早版本下讀取。
loadGameTooltipSavedInNewerVersion:該存檔在 {0} 版本下創建，需要更新版本後才能讀取。
saveGameCorrupt:存儲資料{0}已被污染並將被刪除。
player:玩家 {0}
CampaignSave:生存模式存檔
CreativeSave:創造模式存檔
RandDSave:科技研發存檔
AutoSave:自動儲存 {0}
AutoSnapshot:自動藍圖存檔 {0}
PlayerTech:玩家載具 {0}
MyFirstTech:Tech #001
InfoSaveTech:截取當前載具藍圖設計，以供將來在遊戲中使用。\n\n保存藍圖可重新部署為載具。在創作模式下，您還可以使用藍圖設計替換當前載具。 \n\n藍圖保存為png文件。 您可以在電腦上的此位置瀏覽和刪除已保存的藍圖:\n<color=#81ccefff>{0}</color>
InfoShareTech:登錄您的Twitter帳戶以啟用此功能。\n\nTWEET - 這功能將發布包含您的載具藍圖的公共推文，允許其他玩家下載並保存您的設計以在其遊戲中使用。 只需拿住你的朋友發送的任何載具藍圖png，並將它們放入你的藍圖文件夾中，就像你在遊戲中使用自己的藍圖一樣。\n\n你可以在電腦上的這個位置找到你的藍圖文件夾:\n<color=#81ccefff>{0}</color> \n\nTWEET 侵略者 - 此功能將消耗您的載具並將由AI下控制侵入其他玩家的世界。 如果您事先將其保存為藍圖，則可以隨後重建作為侵略者發送的任何載具。
MigratingSaveData:正在遷移存檔資料。請等待...
XboxOneGuestSignIn:Guest account has been signed in. Any progress will be lost. [zh-tr]
$MenuMain
menuStartNewGame:重新開始
menuStartNewStory:劇情
menuMode:模式
menuModeExplain:用左右方向鍵將遊戲模式設置爲 <color=#81ccefff>劇情</color> 或<color=#81ccefff>研發測試中心</color>
menuStartNewGameWarning:重新開始將覆蓋原來的存檔\n\n你確定要開始一個新存檔嗎？
menuPlay:遊戲開始
menuStart:開始
menuContinueGame:繼續遊戲
menuChallenges:挑戰模式
menuRaDUpsell:購買額外許可，就可以在定製平台上試用實驗性方塊（持續提供），來提升你的泰拉科技體驗。\n\n這也包括開啟額外的泰拉科技論壇版塊，在那裡你能提出反饋和幫助描繪泰拉科技的未來。
menuOptions:設置
menuOptionsResetToDefaults:重置至默認設置
menuAbout:關於
menuExit:退出
menuLoadLocal:從本地加載載具
menuLoadCommunity:從社區加載載具
menuPause:暫停
menuResume:恢復遊戲
menuEndGame:保存並退出
menuSaveGame:保存遊戲
SaveDesign:保存設計
menuRestartGame:重新開始主遊戲
menuLoadNew:開始新遊戲
menuOnQuitMainGame:你確定要保存並退出嗎？
menuOnQuitChallenge:你確定要結束你現在的遊戲嗎？
menuQuitGame:你肯定要離開此遊戲嗎？
menuYes:是
menuNo:否
menuConfirm:{key:0} 確認
menuCancel:{key:0} 取消
menuRename:{key:0} 重命名
menuHelp:{key:0} 幫助
menuDelete:{key:0} 刪除
menuLoad_Pad:{key:0} 載入
menuSave_Pad:{key:0} 儲存
menuLoadingGameSaves:正在尋找遊戲存檔
menuLoadingVehicles:正在尋找泰拉科技載具
menuLoadingFromTwitter:正在從所有推文中尋找泰拉科技載具
menuLoadingNotFound:沒有可供加載的載具
menuNoGameSavesFound:沒有可供加載的遊戲存檔
menuSave:保存
menuContinueFromSaved:繼續保存的遊戲
Ignore:忽視
disclaimerWelcomeToTerraTechBeta:歡迎來到泰拉科技
disclaimerWelcomeToTerraTechEarlyAccess:歡迎來到泰拉科技測試版
disclaimerVersion:版本 {0}
EarlyAccessVersion:測試版 - 版本 {0}
disclaimerWelcomeToTerraTechFreeDemo:歡迎來到泰拉科技試玩版
disclaimerDemoVersion:- March 2018 -
disclaimerDemoVersionJanuary:一月
disclaimerDemoVersionFebruary:二月
disclaimerDemoVersionMarch:三月
disclaimerDemoVersionApril:四月
disclaimerDemoVersionMay:五月
disclaimerDemoVersionJune:六月
disclaimerDemoVersionJuly:七月
disclaimerDemoVersionAugust:八月
disclaimerDemoVersionSeptember:九月
disclaimerDemoVersionOctober:十月
disclaimerDemoVersionNovember:十一月
disclaimerDemoVersionDecember:十二月
disclaimerNotFinished:我們在持續添加新元素並改善遊戲體驗。我們會定期更新，歡迎到加入我們的平台社區並向我們反饋。
disclaimerMakeVideos:你想製作泰拉科技視頻嗎？那太棒了！歡迎你錄製、直播視頻。懇請確保你的觀眾知道泰拉科技仍處於早期開發階段，距離完成仍有距離。
disclaimerTwitchInfo:我們會在（英國夏時制）星期三和星期五的下午5點鐘在twitch.tv/terratechgame 直播泰拉科技（泰拉科技）。當看到我們遊戲中的通知時就可以去觀看直播了！
disclaimerValveLegalText:©2018 Valve公司。Steam和Steam標誌是Valve公司在美國和/或其他國家的商標和/或註冊商標。
disclaimerPayloadLegalText:泰拉科技 ©2018 Payload Studios。泰拉科技和Payload Studios和他們分別的標識是有Payload Studios在美國，歐洲和其他國家的商標或已註冊商標。
userProfileCurrentUser:目前用戶
userProfileAddNewUser:添加新用戶
upsellGetRAndDPack:獲得研發測試中心
upsellFullGameOnly:完整版遊戲獨享
userProfileCurrentPlayer:玩家：
userProfileAddNewPlayer:添加新玩家
userProfilePlayerName:玩家名稱：
userProfileEnterPlayerName:輸入玩家名稱
userProfileAdd:添加
msgIncompatibleGameSave:對不起，你保存的遊戲與目前的遊戲版本不能兼容。
menuExitToMain:退出
menuMultiplayer:多人遊戲
menuSeed:種子：
menuSeedExplanation:輸入種子來生成世界。\n\n 如果留空，將生成原始世界。
menuRandomiseSeed:隨機
menuSkipTutorial:跳過教程
menuTryAgain:重新嘗試
menuLoadTimePlayed:你已玩了
menuLoadLastPlayed:上次遊戲
menuOnDeleteGameSave:你確定想要刪除你的遊戲記錄嗎？
menuCreativeModeEnemies:啟用敵人載具
menuCreativeModePlayerIndestructible:Invincible Player Techs [zh-tr]
PressToContinue:按任何按鈕繼續遊戲
UserChangeDetected:偵測到用戶變更。正在返回主介面。
ReportABug:Report a bug [zh-tr]
$Save
exitWithoutSavingWarning:所有未更改保存會被丟棄。你確定想要退出遊戲嗎？
saveSuccessful:保存成功
saveFailed:保存失敗！ 請再試一次！
saveAddNewSave:新增新存檔
saveReplacePrompt:你確定想要替換 "{0}"？
saveDeletePrompt:你確定想要刪除永久"{0}"？
saveRenameTitle:存檔名稱
saveRenameInputText:請選擇存檔名稱:
saveNameError:錯誤！ 請選擇不同的存檔名稱！
loadSaveWarning:任何在你上一次存檔後的變動將丟失。確定想要讀取這一存檔麼？
savingPleaseWait:保存中。請等待。。。
saveErrorInsufficientSpace:由於空間不足你的存檔未成功。\n請在再次存檔前先刪除你的其他存檔資料。
$MenuPause
confirmEndChallenge:你確定想要退出挑戰嗎？
endChallenge:退出挑戰
paused:暫停
resumeChallenge:繼續挑戰
confirmCancelMission:你確定想要取消任務嗎？
$MenuOptions
Gameplay:遊戲
Audio:音效
Graphics:圖形
Sound:聲音
Controls:控制
Camera:鏡頭
Display:顯示
Language:語言
General:一般
Movement:移動
Actions:動作
HorizontalSensitivity:水平靈敏度
VerticalSensitivity:垂直靈敏度
CursorSensitivity:鼠標靈敏度
InvertY:Y軸反轉
CameraSpring:鏡頭追蹤
MasterVolume:主要音量
MusicVolume:背景音量
SFXVolume:特效音量
ChangesMade:如果你做了更改，記得點擊“應用”
ExitWithChanges:你還沒有保存您的更改。要丟棄更改嗎？
Apply:應用
DiscardChanges:丟棄更改
SaveChanges:保存更改
Save:保存設置
Resolution:分辨率
Quality:畫質
Fullscreen:全屏
DOF:景深
HDR:高動態範圍圖像(HDR)
Fog:霧效
AmbientOcclusion:環境光遮蔽
Gamma:灰度係數校正
DrawDistance:畫距
DisableControllers:禁用手柄
AntiAliasing:抗鋸齒
EmaiThanks:感謝你提交你的郵箱，我們將儘快更新你的論壇資料。
EmailFailed:提交郵箱時出現問題，請稍後再試。
EmailAlreadyThere:你的郵箱已經成功註冊，請等待你的論壇資料更新。
Email:郵箱：
EnterEmail:輸入你的郵箱地址
ReenterEmail:再次輸入你的郵箱地址
EmailAddressMismatch:你輸入的郵箱地址不匹配。請再試一次。
RegisterForum:註冊以獲得完整的論壇權限
Register:註冊
Reset:重置
SubmitForumEmail:請提交你註冊泰拉科技論壇時所用的郵箱以獲得完整權限
RegisterForumDetails:在 forum.terratechgame.com 註冊以獲得完整權限\n\n如果你尚未獲得 泰拉科技 論壇的完整權限，請前往“選項”頁面並點擊註冊按鈕以獲得完整的論壇權限。
InvertReverseControls:倒車反方向操舵
menuLogInUsingForumCredentials:使用泰拉科技論壇身份登入
PauseOnFocusLost:在後台運行遊戲
ShowGameplayHints:顯示遊戲提示
ResetAllSeenHints:重置所有看到的提示
ResetHintsConfirm:你確認要重置所有提示嗎？你以前看到的任何提示都將被再次顯示。\n\n本操作無法撤銷。你確定要繼續嗎？
HQTryeTracks:高清輪胎痕
QualityFastest:最快的
QualityFast:快
QualitySimple:簡單
QualityGood:好
QualityBeautiful:漂亮
QualityFantastic:絕妙
$ControlOptions
MoveForwards:向前
MoveBackwards:向後
TurnLeft:左轉
TurnRight:右轉
PickUpBlocks:撿起方塊
TurnCameraOrRotateBlocks:旋轉攝像頭 / 轉動方塊
PauseGame:暫停遊戲
FireAllWeapons:使用所有武器
FireAllBoosters:使用所有加速器
TakeScreenshot:截屏
RotateBlockForwards:向前旋轉方塊
RotateBlockBackwards:向後旋轉方塊
WarningNonUsableKey:The key '{0}' is not redefinable. [NEW]
$MenuChallenges
menuAddSumoWarrior:添加相撲武士
menuClickHere:點擊此處
menuFightAgain:重新戰鬥
menuFlying:飛行挑戰
menuGauntlet:競賽
menuRacing:競速挑戰
menuReady:準備
menuRestartFlying:新的飛行挑戰
menuRestartGauntlet:重新競賽挑戰
menuRestartRacing:新的競速挑戰
menuRestartRaD:重新開始研發測試中心
menuRestartSumo:新的相撲挑戰
menuRestartXmasDefense:重新開始聖誕防禦戰
menuSumo:決勝相撲
menuSumoDesign:設計
menuSumoDesignNew:設計新載具
menuSumoFight:開戰！
menuSumoFightAuto:自動
menuSumoFightLocal:手動
menuSumoRanked:排名
menuSumoRankedMatch:排位賽
menuSumoRedesign:重新設計
menuSumoRedesignCommunity:從社區重新設計
menuSumoVersus:對戰
menuXmasDefense:聖誕防禦戰
$SumoMode
winnerTitle:勝利!
stalemateTitle:平局
resultsExit:退出
resultsAgain:再次挑戰
resultsTime:時間: {0}
confirmExitWithoutSaving:Are you sure you wish to exit without saving changes to your Sumo Design? [zh-tr]
exitAnyway:Exit anyway [zh-tr]
afterSnapshotInfo1:To start a battle, go to the Sumo Showdown screen, choose your warriors and then tap Fight (Auto) or Fight (Local). [zh-tr]
afterSnapshotInfo2:Or continue building more sumo warriors here! [zh-tr]
tweetMessage:{0} reached rank {1} in a TerraTech Sumo Showdown Ranked Match!  bit.ly/TerraTechSumo [zh-tr]
tweetMessageSample:SuperDestroyer007 reached rank #TTSumoRank?? in a TerraTech Sumo Showdown Ranked Match!  bit.ly/TerraTechSumo [zh-tr]
newChampionMessage:Your tech '{0}' became Champion at rank #{1} [zh-tr]
reigningChampion:This is {0}, the current reigning #TTSumoChamp! Holding a rank of {1} [zh-tr]
rankingTitle:SUMO RANKED [zh-tr]
rankingTwitterRequired:To participate in ranked, Twitter is required. [zh-tr]
rankingTwitterExplanation:When you've completed all your matches the following tweet will be automatically sent: [zh-tr]
rankingWonTitle:YOU WON [zh-tr]
rankingWon:You defeated {0} from {1} [zh-tr]
rankingWonDesc:{0} has now reached the rank of #{1}! [zh-tr]
rankingNextMatch:Get ready for the next match [zh-tr]
rankingLostTitle:YOU LOST [zh-tr]
rankingLost:Defeated by {0} from {1} [zh-tr]
rankingLostDesc:{0} reached rank of #{1} after {2} matches! [zh-tr]
rankingTechTank:Rank: {0} [zh-tr]
noControlMessage:During Sumo Showdowns, all competitors are A.I. controlled to keep it fair. [zh-tr]
rankingChooseTech:選擇挑戰者
rankingChooseTechSub:點擊此處
techLoading:Loading Tech... [zh-tr]
techSelect:選擇
teachReady:準備!
rankedStart:開戰
$MenuTwitterAuthorisation
PinEntryTitle:輸入推特PIN碼
PinEntryBodyText:你的瀏覽器現在應該會帶你到推特頁面。請提供你的詳細信息，在下面的方框內輸入獲得的PIN碼並點擊提交。\n\n如果你的瀏覽器沒能自動帶你到推特頁面，請瀏覽下面的鏈接。（點擊下面的“複製鏈接”按鈕，把它複製到你的瀏覽器中）
PinLabel:PIN:
InputPlaceHolder:在這裡輸入PIN碼
Submit:提交
Cancel:取消
CopyURL:複製鏈接
ConfirmYes:是
ConfirmNo:否
TwitterRequired:需要推特來使用這項功能
AskToContinue:你想繼續嗎？
SuccessTitle:成功登錄推特
SuccessBodyText:你現在成功登錄了推特
FailureTitle:推特登錄失敗
FailureBodyText:登錄推特失敗。可能是因為你的PIN輸入錯誤或是泰拉科技不能連接到遊戲服務器。請重新嘗試。
Continue:繼續
$Leaderboard
MsgFirstPlace:你獲得了第一名！
MsgImprovedRecord:你超過了之前的得分！
MsgNewRecord:你創造了新紀錄！
MsgScoreNoPlace:你得到了 {0} 分。 \n再次嘗試以獲得更高分數！
$MissionLog
Title:任務日誌
DescriptionTitle:描述
ObjectivesTitle:目標
Rewards:獎勵
SetAsCurrentMission:設置為當前任務
License:許可證
$MissionBoard
AvailableMissions:可以接受的任務
SearchingForMissions:正在搜索任務中…
NoMissionsFound:搜索不到任務！ \n\n請尋找另一個交易站。
NoMissionsAvailableNow:這裡已經沒有任何可接受的任務。\n\n 請在其他交易站再試一次。
NoMissionsInThisMode:你不能在此模式接受任務。
$HUD
ButtonClaimReward:接受獎品
ButtonShowMissionMarker:接受任務
Crafting:製造
ComponentFactory:組件工廠
MissionDistanceMeters:{0:N0} 米
MissionDistanceKilometers:{0:N1} 千米
cancelMission:取消任務
HUDAltitude:高度：
HUDBest:最佳
HUDCurrentSpeed:目前速度
HUDFeet:{0}英尺
HUDKilometersPerHour:{0}公里/時
HUDMetres:{0}米
HUDMilesPerHour:{0}英里/時
HUDSpeed:速度：
HUDTopSpeed:最高速度
LearnToPlay:重新開始教程
RecipePanelTitle:配方
Repeat:重複
ReturnToCheckpoint:返回檢查點
Snapshot:截取藍圖
StartChallenge:開始挑戰
TankDescriptionAlly:盟友
TankDescriptionEnemy:敵人
TankDescriptionNeutral:中立
QuestPOITitle:任務地點
QuestPOIDescription:接近路徑點以獲得更多指示
ToolTipAltimeter:當前高度
ToolTipAnchorTech:錨定載具
ToolTipBetterFutureLicenceGrade:美好未來 XP
ToolTipBlockActions:方塊操作
ToolTipBlockBucks:組幣
ToolTipBlockDescription:方塊說明
ToolTipBlockPainting:打開物件庫
ToolTipCancelMission:警告：無法撤銷
ToolTipCancelMissionTooClose:距離任務區域過近（500 米）
ToolTipCloseWindow:關閉窗口
ToolTipCominSoon:即將上線
ToolTipCompass:指南針
ToolTipCoordinates:世界坐標
ToolTipCraftBlock:創造方塊
ToolTipCurrentMission:當前任務
ToolTipDeployTech:部署友方載具
ToolTipDetonateBolts:引爆弩箭
ToolTipFilterComponentChunks:僅過濾組件設計圖組
ToolTipFilterEverything:過濾所有
ToolTipFilterFuelChunks:僅過濾可燃資源
ToolTipFilterGroups:過濾多組物品
ToolTipFilterNothing:無過濾
ToolTipFilterRefinedChunks:僅過濾精煉資源塊
ToolTipFilterSpecificChunk:僅過濾指定資源塊
ToolTipFilterUnrefinedChunks:僅過濾未精煉資源塊
ToolTipFollow:守衛/跟隨
ToolTipGeoCorpLicenceGrade:重礦工業 XP
ToolTipGSOLicenceGrade:銀河政部 XP
ToolTipHarvest:採集
ToolTipHawkeyeLicenceGrade:鷹眼軍事 XP
ToolTipHideMissionLog:隱藏任務日誌
ToolTipIdle:空閒
ToolTipInventory:物件庫
ToolTipInventoryRequired:需要物件庫
ToolTipLegionLicenceGrade:黑化軍隊 XP
ToolTipLoadTech:從本地加載載具
ToolTipLoadTechHint:在附近召喚載具
ToolTipLoadTechHintEnemies:敵人距離過近
ToolTipLoadTechHintMissing:需要更多方塊
ToolTipLoadTechs:加載載具
ToolTipNoAI:需要 AI 駕駛室
ToolTipNorth:北
ToolTipPacemakerDefaultSpeed:正常速度
ToolTipPacemakerFastSpeed:加速
ToolTipPacemakerPause:暫停
ToolTipPacemakerSlowSpeed:慢動作
ToolTipPurchaseBlock:購買方塊
ToolTipPurchaseBlocks:購買方塊
ToolTipPurchaseTech:購買載具
ToolTipPurchaseTechs:購買載具
ToolTipRadar:雷達
ToolTipRename:重命名
ToolTipReplaceTech:替換當前載具
ToolTipReticuleResearchLicenceGrade:經緯研究 XP
ToolTipReturnToCheckpoint:返回檢查點
ToolTipSelectAnotherMission:選擇任務
ToolTipShowMissionLog:顯示任務日誌
ToolTipSnapshot:截取藍圖
ToolTipSpaceJunkersLicenceGrade:深空行者 XP
ToolTipSpeedometer:目前速度
ToolTipStartTutorial:開始教程
ToolTipStoreTech:發送方塊至物件庫
ToolTipStoreTechEnemies:敵人距離過近
ToolTipSwitchTech:切換載具
ToolTipSwitchTechNoCab:需要駕駛室
ToolTipTechActions:載具操作
ToolTipTechBlockInventoryLock:方塊不再放入物件庫
ToolTipTechBlockInventoryUnlock:將方塊添加至物件庫
ToolTipTechPosition:載具位置
ToolTipTimer:當前時間
ToolTipToggleEnemiesOnOff:可以在選項中再次切換
ToolTipPlayerIndestructibleOnOff:Toggle invincibility for Player Techs on/off via Options [zh-tr]
ToolTipUnanchorTech:放下載具
ToolTipUnavailableInThisMode:在當前模式下不可用
TooltipUndoDetachBlocks:撤銷拆除方塊
TooltipUndoSendToInventory:撤銷 "{0}" 個方塊至物件庫
ToolTipVentureLicenceGrade:速限公司 XP
ToolTipYourBestTime:最快時間
ToolTipTrimOnOff:Toggle Trim Gyro On/Off [NEW]
ToolTipTrimAngle:Change Trim Gyro Angle [NEW]
ToolTipHoverOnOff:Toggle Hovering On/Off [NEW]
ToolTipHoverPower:Change Hover Power [NEW]
ToolTipGyroResistiveOn:Turn Gyro Resistiveness On [NEW]
ToolTipGyroResistiveOff:Turn Gyro Resistiveness Off [NEW]
ToolTipBlockSwitchOn:Switch On [NEW]
ToolTipBlockSwitchOff:Switch Off [NEW]
ToolTipBlockSwitchEdit:Edit Switches [NEW]
UndoQuestion:撤銷？
$TechPlacement
PlaceTech:放置載具
MissingBlocks:丟失的方塊
EnemiesNearby:附近有敵人
PositionBlocked:位置受阻
PleaseWait:請稍候……
TooFarAway:距離過遠
Warnings:警告
GeneralWarnings:綜合警告
DeployWarnings:部署警告
SwapWarnings:替換警告
InventoryOffline:物件庫無連接
NotEnoughBlocksAvailable:沒有足夠的方塊提供
NotEnoughSurroundingFreeSpace:周圍沒有足夠的空餘空間
BlockLimitWillBeExceeded:方塊上限將會超出
NoPlayerCab:No Player Cab [NEW]
$Social
socTweetDefault:這是我在泰拉科技中製作的{0}！
socTweetSumoDefault:這是為了泰拉科技“決勝相撲”製作的{0}！
socWaitForAuthentication:請等待認證頁面彈出
socTwitchConfirm:你正在連接到Twitch 泰拉科技玩家直播列表。儘管這些玩家正在玩我們的遊戲（真有眼光），他們並不在Payload工作室和我們一起工作，所以我們不能擔保他們行為得體或者不使用髒話。其實很可能沒什麼，但是請有所警惕。如果你不確定的話就在看之前問問你的父母吧。
socContinue:繼續
socCancel:取消
socTTUsesTwitter:泰拉科技使用推特來和其他人分享你的設計，並通過其他人的設計來提升你的遊戲體驗。
socUseTwitterConfirm:你想使用推特來提升遊戲體驗嗎？
socTwitterRequired:需要推特來使用這項功能
socAskToContinue:你想繼續嗎？
socAuthoriseTwitter:授權泰拉科技使用推特發送推文來分享設計的載具，並搜索其他玩家的設計
$KeyBinding
keyBindingMoveForward:向前移動
keyBindingMoveBackward:向後移動
keyBindingTurnLeft:左轉
keyBindingTurnRight:右轉
keyBindingAttachDetachBlocks:連接/釋放方塊
keyBindingTurnCamera:旋轉鏡頭（於地面拖動時）
keyBindingCycleBlockOrientationForwards:前一個方塊姿態
keyBindingCycleBlockOrientationBackwards:後一個方塊姿態
keyBindingFireWeapons:所有武器開火
keyBindingFireBoosters:所有推進器點火
keyBindingPauseGame:暫停/恢復遊戲
keyBindingToggleBuildMode:控制建造模式開/關
keyBindingBuildModeTurnCameraLeft:在建造模式向左旋轉鏡頭
keyBindingBuildModeTurnCameraRight:在建造模式向右旋轉鏡頭
keyBindingTakeScreenshot:截屏
$InGameMessages
msgInvaderComing:入侵者接近中：要么戰鬥，要么撤退！
msgInvasionInNMinutes:入侵將在 {0} 分鐘後開始
msgInvasionInNSeconds:入侵將在 {0} 秒後開始
msgYouHaveBeenInvaded:你被\n來自 {1} 的\n{0} 入侵了
msgYouDefeatedInvader:你擊敗了\n來自 {1} 的 {0}
msgYouWereDefeatedByInvader:你被\n來自 {1} 的\n{0} 擊敗了
msgInvasionIn1Minute:入侵將在 {0} 分鐘後開始
msgInvasionIn1Second:入侵將在 {0} 秒後開始
msgInvasionFailed:入侵失敗
msgInvasionLeaveArea:離開當前區域。 \n你有 {0} 秒的時間遵從該指令。
msgInvaderSentTitle:你的載具已出發進行侵入行動！
msgInvaderSentMessageA:請另外選擇所使用載具。
msgInvaderSentMessageB:切換至最近的活動載具或重新購買侵入載具同款。
RespawnTechName_GSO_01:銀河系聯合國 等級 1 載具
RespawnTechName_GSO_02:銀河系聯合國 等級 2 載具
RespawnTechName_GSO_03:銀河系聯合國 等級 3 載具
RespawnTechName_GSO_04:銀河系聯合國 等級 4 載具
RespawnTechName_GSO_05:銀河系聯合國 等級 5 載具
DeliveryCrateName:送貨箱
DeliveryCrateDescription:內含完成任務獎勵
$Notifications
NotOptionsSubmitForumEmailPrompt:在<color=#81ccefff>forum.泰拉科技game.com</color> 註冊以獲得完整權限\n\n如果你尚未獲得泰拉科技 論壇的完整權限，請前往“選項”頁面並點擊註冊按鈕以獲得完整的論壇權限。
NotOptionsEmailInvalid:電子郵箱無效，請重新嘗試
ProfileDuplicateNameEntry:<color=#ffd633ff>{0}</color> 已被使用！請重新輸入其他名稱。
TestChamberExplanation:歡迎來到研發測試中心。 \n\n在此特殊房間內，可以獲得遊戲內所有可用方塊。每一種方塊都取之不盡，使你能夠隨心所欲地進行建造。
IntroTerraFirma:該挑戰是一個檢查點計時賽。 \n\n建造一輛載具，看看你能以多快的速度完成該賽道！
